id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
1001,Wick at Tarroul,161.9,326202.0,954915.0,58.4762,-3.26706,Wick,Tarroul,13.0,SEPA-NW,234324,1,1995-11-01,,VA,31.2,,20.0,true,false,false,false,false,false,false,true,false,false,false,false,false,,1995-11-09,2021-09-30,2.975,0.028,2003-08-27,2003-08-27,48.11,2006-10-26,2006-10-26,0.142,0.663,1.631,7.282,10.07,0.39,9458,9458,100.0,,,,12.9,30.6,78.8,135.2,241.4,922,934,0.0981,0.0575,0.4148,0.3931,0.004,0.1088,0.0213,0.4477,0.3878,0.0014,,1.0,,,,0.4736,0.4851,0.56,0.3,0.86,29.9,49.62,31.6,44.2,8.0,23.45,12.03,80,52,0.22,13.0,158.18,0.763,0.928,0.0922,0.0004,,,0.0012,,,gdf;gmf;cmr;cdr;cdr-d
2001,Helmsdale at Kilphedir,551.4,299839.0,918163.0,58.141,-3.70295,Helmsdale,Kilphedir,17.0,SEPA-NW,234253,2,1974-01-01,,VA,103.6,,9.1,true,true,true,true,false,true,false,true,true,false,true,false,false,R,1975-01-01,2021-09-30,13.187,0.814,1976-09-06,1976-09-06,187.6,2006-10-26,2006-10-26,3.035,4.702,7.928,29.34,42.25,0.47,17075,17075,100.0,1975-01-01,,169.704,20.9,127.5,200.9,324.7,691.6,1102,1117,0.0537,0.0003,0.0712,0.8428,0.0001,0.0577,0.0001,0.3137,0.5959,0.0002,,0.0119,0.9881,,,0.6163,0.3067,0.65,0.324,0.858,97.0,52.88,33.0,43.7,8.3,56.78,30.33,213,201,0.04,20.9,553.24,0.671,1.069,0.0555,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
2002,Brora at Bruachrobie,434.4,289156.0,903916.0,58.01056,-3.87757,Brora,Bruachrobie,9.0,SEPA-NW,234174,2,1993-05-01,,VA,39.3,,11.0,true,true,true,true,false,false,true,true,false,false,true,false,false,,1993-05-01,2021-09-30,11.897,0.36,1995-08-18,1995-08-18,229.7,2006-10-26,2006-10-26,0.976,3.099,6.158,29.46,41.52,0.3,10380,10380,100.0,1993-05-01,,159.347,9.4,140.4,240.5,417.0,710.8,1190,1217,0.0391,0.0001,0.0746,0.8675,0.0009,0.0564,0.0019,0.2471,0.6809,0.0001,,0.0988,0.8889,0.0124,,0.5849,0.3381,0.59,0.351,0.845,97.3,54.16,36.4,48.9,8.8,52.37,28.71,259,178,0.15,9.6,423.48,0.705,1.024,0.0553,0.0,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
3001,Shin at Lairg,494.6,258100.0,906200.0,58.02222,-4.40405,Shin,Lairg,81.7,NSHE,,3,1950-01-01,1957,VA,,,5.7,true,false,false,false,false,false,false,false,false,false,false,false,false,,1953-10-01,1957-11-30,15.2,0.481,1955-09-01,1955-09-01,116.9,1954-12-27,1954-12-27,2.18,5.975,10.7,33.7,39.93,0.55,1522,1522,100.0,,,,86.5,106.6,219.9,394.8,869.5,1594,1600,0.1656,,0.1261,0.6288,,0.1917,0.0002,0.2511,0.4739,0.0003,,,1.0,,,0.3842,0.4419,0.78,0.367,0.671,99.0,53.58,44.3,65.1,9.2,45.86,22.34,241,171,0.15,86.5,485.96,0.742,0.893,0.0621,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
3002,Carron at Sgodachail,241.1,249136.0,892152.0,57.89321,-4.54668,Carron,Sgodachail,70.7,SEPA-NW,234305,3,1973-01-01,,VA,161.6,,14.0,true,true,true,true,false,false,false,true,false,false,true,false,false,H,1974-01-01,2021-09-30,9.1,0.347,2018-07-06,2018-07-06,203.3,1982-01-29,1982-01-29,0.962,2.688,4.521,21.3,32.76,0.29,17440,17440,100.0,1974-01-01,,177.884,75.4,215.4,428.7,681.3,952.4,2024,1784,0.0473,,0.0924,0.8293,0.0001,0.0829,0.0005,0.1422,0.7678,0.0002,,,1.0,,,0.2963,0.4439,0.81,0.436,0.974,218.2,49.93,43.7,65.4,9.2,31.93,15.94,439,44,0.06,75.4,237.14,0.633,0.863,0.0377,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
3003,Oykel at Easter Turnaig,330.7,240305.0,900145.0,57.96185,-4.70086,Oykel,Easter Turnaig,15.6,SEPA-NW,234209,3,1977-01-01,,VA,582.8,,14.0,true,true,true,true,false,true,true,true,true,true,true,true,true,N,1977-11-01,2021-09-30,16.205,0.321,2008-06-09,2008-06-09,404.9,1982-01-29,1982-01-29,1.032,3.839,7.907,40.61,57.84,0.22,16040,16040,100.0,1978-01-01,,352.541,20.3,154.9,273.8,479.4,1005.8,1962,1896,0.0852,,0.2628,0.6306,,0.1587,0.0001,0.2712,0.5548,0.0,,,0.9999,0.0001,,0.2869,0.5465,0.81,0.359,0.915,148.2,53.57,45.4,65.2,9.4,31.2,16.79,297,61,0.07,20.5,331.67,0.75,0.92,0.0488,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
3004,Cassley at Rosehall,187.5,247176.0,902133.0,57.9821,-4.58615,Cassley,Rosehall,3.3,SEPA-NW,234300,3,1979-01-01,,VA,51.0,,6.0,true,false,false,false,false,false,false,true,false,false,false,false,false,H,1979-11-01,2021-09-30,7.148,0.168,1992-06-13,1992-06-13,193.5,1982-01-29,1982-01-29,0.737,1.78,3.018,17.39,26.77,0.23,15310,15310,100.0,,,,5.2,124.3,289.0,484.1,1059.7,2078,2250,0.0341,,0.1654,0.7831,,0.0511,0.0002,0.2695,0.6655,,,,1.0,,,0.3095,0.4736,0.82,0.386,0.902,140.1,52.83,51.1,78.6,9.8,39.41,19.62,300,139,0.11,8.1,187.79,0.954,0.962,0.0557,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
3005,Shin at Inveran,575.0,257412.0,897418.0,57.94319,-4.41038,Shin,Inveran,4.3,SEPA-NW,234240,3,1981-08-01,2011-07-01,VA,80.7,,7.0,true,false,false,false,false,false,false,false,false,false,true,false,false,H,1981-08-01,2011-06-30,4.971,1.097,1994-10-19,1994-10-19,132.0,1989-02-06,1989-02-06,1.686,3.054,3.43,6.407,12.1,0.59,10926,10926,100.0,,,,5.2,105.6,216.4,377.6,869.5,1533,1526,0.1672,,0.1455,0.6177,,0.1958,0.0004,0.2542,0.4773,0.0005,,,1.0,,,0.3798,0.4562,0.76,0.377,0.69,97.6,52.06,42.2,62.1,9.0,56.23,29.31,234,175,0.13,5.2,580.2,0.75,0.941,0.0605,0.0002,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d
3006,Loch Ailsh at Loch Ailsh,44.34,231577.0,910138.0,58.04828,-4.85531,Loch Ailsh,Loch Ailsh,154.3,SEPA-NW,354613,3,2003-04-08,,VA,,,,true,false,false,false,false,false,false,true,false,false,false,false,false,,2006-01-01,2021-09-30,2.929,0.079,2012-06-05,2012-06-05,41.51,2010-12-10,2010-12-10,0.275,0.889,1.712,6.895,9.807,0.29,5752,5752,100.0,,,,153.5,193.7,318.9,605.3,1005.8,2182,2558,0.0043,,0.1189,0.8407,,0.1163,0.0004,0.2564,0.5922,0.0001,,,1.0,,,0.1869,0.4923,0.81,0.397,0.796,216.6,49.82,59.3,88.5,10.0,13.53,6.62,362,192,0.22,153.5,44.34,0.731,0.781,0.0505,0.0003,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
4001,Conon at Moy Bridge,961.8,248129.0,854675.0,57.55658,-4.53997,Conon,Moy Bridge,10.0,SEPA-NW,234284,4,1947-01-01,,VA,185.0,,6.0,true,false,false,false,false,false,false,true,false,false,true,false,false,H,1947-10-01,2021-09-30,50.258,0.566,1956-09-24,1956-09-24,920.0,1966-12-17,1966-12-17,11.33,25.77,41.34,98.79,117.5,0.57,27029,24988,92.449,,,,11.5,150.4,354.4,635.1,1103.4,1765,1769,0.0987,0.0058,0.113,0.7419,0.0005,0.1187,0.0027,0.1913,0.6475,0.0004,,0.0161,0.9839,,0.0044,0.1504,0.5097,0.75,0.363,0.742,198.8,52.74,44.4,66.3,9.2,61.26,33.52,377,124,0.04,12.9,962.45,0.885,0.868,0.047,0.0002,,,0.0001,,,gdf;gmf;cmr;cdr;cdr-d
4003,Alness at Alness,201.0,265467.0,869598.0,57.69601,-4.25876,Alness,Alness,11.9,SEPA-NW,234152,4,1973-01-01,,VA,,,9.0,true,true,false,true,false,false,false,true,false,false,true,false,false,SR,1974-01-01,2021-09-30,6.272,0.324,1976-09-05,1976-09-05,123.1,2006-10-26,2006-10-26,0.992,2.249,3.751,14.15,20.09,0.43,17440,17440,100.0,1974-01-01,,80.979,13.9,192.5,410.5,579.7,835.0,1471,1366,0.1331,0.0104,0.137,0.6759,0.0018,0.2061,0.019,0.1037,0.6534,0.001,,0.1743,0.8257,,0.0024,0.424,0.3109,0.63,0.385,0.908,147.7,48.11,40.0,56.4,9.3,43.06,22.55,396,123,0.11,13.9,202.38,0.542,0.997,0.0374,0.0005,,,0.0005,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
4004,Blackwater at Contin,336.7,245517.0,856292.0,57.5702,-4.5846,Blackwater,Contin,19.9,SEPA-NW,234186,4,1981-01-01,2011-07-01,VA,59.2,,11.3,true,false,false,false,false,false,false,false,false,false,false,false,false,H,1981-01-02,2011-07-01,6.025,0.747,1989-12-13,1989-12-13,174.5,1989-02-06,1989-02-06,1.443,2.109,3.228,13.15,19.99,0.4,11138,11137,99.991,,,,28.9,188.7,384.4,692.8,1082.9,1665,1600,0.1325,0.0026,0.0994,0.7276,0.0002,0.1747,0.0004,0.1544,0.637,0.0002,,,1.0,,,0.1463,0.5589,0.74,0.356,0.783,196.4,54.29,44.0,65.1,9.2,47.91,28.49,413,171,0.09,28.9,322.83,0.685,0.838,0.0413,0.0001,,,0.0001,,,gdf;gmf;cmr;cdr;cdr-d
4005,Meig at Glenmeanie,120.5,228649.0,852780.0,57.53261,-4.86377,Meig,Glenmeanie,120.7,SEPA-NW,234227,4,1985-01-01,,VA,103.3,,13.0,true,true,false,true,false,false,true,true,false,false,false,false,false,N,1986-01-01,2021-09-30,6.913,0.157,1995-08-11,1995-08-11,131.8,1992-01-02,1992-01-02,0.568,1.717,3.381,17.35,25.26,0.25,13057,13057,100.0,1986-01-01,,111.347,118.7,225.5,462.7,710.2,1052.7,2074,2145,0.0569,,0.0991,0.8299,,0.0623,0.0001,0.1729,0.7553,0.0001,,,1.0,,,0.1247,0.3379,0.76,0.389,0.918,289.0,52.86,47.4,73.3,9.7,28.09,12.97,463,123,0.03,118.9,123.67,0.643,0.901,0.0366,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
4006,Bran at Dosmucheran,116.1,220463.0,860186.0,57.59587,-5.00577,Bran,Dosmucheran,118.6,SEPA-NW,234202,4,1990-01-01,,VA,80.5,,13.0,true,true,true,true,false,false,false,true,false,false,false,false,false,N,1989-11-01,2021-09-30,6.952,0.138,1995-08-18,1995-08-18,96.1,2015-03-07,2015-03-07,0.533,1.806,3.632,17.38,23.96,0.28,11657,11657,100.0,1989-11-01,,84.553,119.4,171.6,330.0,563.0,913.5,2016,2203,0.0228,,0.1431,0.8027,,0.0277,0.0013,0.1789,0.7617,,,,1.0,,,0.1305,0.684,0.83,0.333,0.814,164.6,52.93,51.0,75.5,9.6,23.51,13.08,351,56,0.05,119.5,117.53,0.717,0.861,0.0479,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
4007,Blackwater at Garve,289.0,239538.0,861706.0,57.6167,-4.68803,Blackwater,Garve,71.0,SEPA-NW,234225,4,1989-10-01,,VA,66.0,,9.0,true,false,false,false,false,false,false,true,false,false,false,false,false,,1989-10-18,2021-09-30,4.784,0.209,1989-12-14,1989-12-14,104.5,2014-12-21,2014-12-21,1.124,1.616,2.256,10.69,16.83,0.35,11671,11558,99.032,,,,70.3,250.1,405.2,713.3,1082.9,1753,1672,0.0894,0.0025,0.0778,0.7929,,0.1398,0.0,0.1574,0.6715,0.0001,,,1.0,,,0.1476,0.5548,0.75,0.349,0.843,201.2,55.21,45.4,67.7,9.3,36.73,20.49,440,166,0.07,70.3,278.55,0.607,0.819,0.0381,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
4008,Newhall Burn at Newhall Bridge,41.0,270225.0,865187.0,57.65782,-4.17663,Newhall Burn,Newhall Bridge,8.0,SEPA-NW,234290,4,1996-08-01,,VA,9.1,,78.0,true,false,false,false,false,false,false,true,false,false,false,false,false,,1996-08-27,2021-09-30,0.482,0.013,2018-09-04,2018-09-04,15.77,2015-01-15,2015-01-15,0.036,0.126,0.262,1.06,1.626,0.45,9166,9166,100.0,,,,7.0,48.1,130.0,193.1,255.2,799,777,0.4062,0.2306,0.2286,0.124,0.0025,0.5154,0.1754,0.3003,0.0073,0.0016,,1.0,,,0.0083,,0.9368,0.42,0.684,0.996,52.4,27.77,31.3,41.7,8.4,15.35,7.29,127,352,0.52,7.3,36.43,0.408,1.008,0.0538,0.0002,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d
4009,Peffery at Strathpeffer STW,17.3,249292.0,858688.0,57.59298,-4.52304,Peffery,Strathpeffer STW,36.0,SEPA-NW,234316,4,1992-10-01,,VA,,12.0,60.0,true,false,false,false,false,false,false,true,false,false,false,false,false,,1995-11-20,2021-09-30,0.267,0.003,2002-07-16,2002-07-16,5.736,2013-12-28,2013-12-28,0.02,0.074,0.146,0.636,0.935,0.4,9447,8975,95.004,,,,30.3,83.3,209.6,414.1,753.2,1069,1059,0.5911,0.0581,0.2434,0.0852,0.0137,0.5347,0.0497,0.2718,0.1145,0.0222,,0.3241,0.6759,,0.0838,0.1686,0.6326,0.74,0.488,0.973,152.4,41.44,36.9,51.4,8.4,9.35,3.71,231,167,0.31,30.5,15.94,0.377,0.548,0.0381,0.0108,0.522,0.422,0.0085,0.634,0.468,gdf;gmf;cmr;cdr;cdr-d
4010,Meig at Loch Beannacharain,70.92,222881.0,851822.0,57.5218,-4.95928,Meig,Loch Beannacharain,145.0,SEPA-NW,473090,4,2011-04-01,,VA,,,,true,false,false,false,false,false,false,true,false,false,false,false,false,,2011-03-28,2021-09-30,4.963,0.054,2018-07-08,2018-07-08,95.25,2015-03-07,2015-03-07,0.338,1.277,2.392,12.6,18.97,0.24,3840,3383,88.099,,,,144.5,260.8,495.9,755.9,1052.7,2295,2382,0.0223,,0.1157,0.852,,0.0284,,0.1812,0.7898,,,,1.0,,,0.1196,0.4766,0.8,0.38,0.994,285.3,53.78,52.5,81.4,10.1,20.21,9.91,497,109,0.04,144.5,70.92,0.67,0.857,0.0383,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
4011,Meig at Corrievuic,58.36,220290.0,851010.0,57.5135,-5.00188,Meig,Corrievuic,158.0,SEPA-NW,472872,4,2011-03-15,,VA,,,,true,false,false,false,false,false,false,true,false,false,false,false,false,,2011-03-15,2020-02-28,4.348,0.115,2012-06-15,2012-06-15,42.95,2015-03-07,2015-03-07,0.335,1.072,1.985,12.07,16.94,0.21,3273,3273,100.0,,,,153.9,280.8,539.0,773.0,1052.7,2388,2469,0.0008,,0.0948,0.8928,,0.0054,,0.1365,0.8581,,,,1.0,,,0.1053,0.4942,0.82,0.385,0.993,301.4,54.84,54.7,84.7,10.4,16.88,7.9,525,21,0.09,154.2,58.37,0.626,0.87,0.0364,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
5001,Beauly at Erchless,849.5,242600.0,840500.0,57.42749,-4.62312,Beauly,Erchless,43.9,NSHE,,5,1950-01-01,1963-01-01,VA,240.0,,3.3,true,false,false,false,false,false,false,false,false,false,false,false,false,H,1953-10-01,1962-09-30,45.633,7.362,1955-08-31,1955-08-31,376.6,1962-02-12,1962-02-12,14.16,26.62,34.83,85.8,116.7,0.5,3287,3287,100.0,,,,29.6,220.6,449.9,777.3,1182.5,2166,2153,0.0843,,0.1136,0.7567,0.0004,0.1068,0.0012,0.2114,0.6433,0.0001,,,1.0,,,0.0546,0.421,0.74,0.4,0.782,263.5,51.92,49.6,73.8,10.3,61.43,33.36,470,99,0.1,29.7,857.5,0.796,0.813,0.0375,0.0001,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d
5002,Farrar at Struy,311.3,239034.0,840439.0,57.4257,-4.6824,Farrar,Struy,51.2,SEPA-NW,234321,5,1986-10-01,2011-07-01,VA,152.1,,6.0,true,false,false,false,false,false,false,false,false,false,true,false,false,H,1986-10-01,2011-06-30,19.374,4.013,2002-08-21,2002-08-21,148.3,1990-03-05,1990-03-05,6.266,8.211,13.46,41.13,48.72,0.59,9039,9039,100.0,,,,54.2,225.5,459.6,751.8,1151.9,2125,2191,0.0135,,0.0862,0.8411,0.0,0.0382,,0.1719,0.7476,0.0,,,1.0,,,0.0552,0.4578,0.74,0.388,0.769,265.8,53.05,46.9,69.6,9.9,46.34,25.35,470,113,0.1,54.3,307.68,0.548,0.881,0.0293,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
5003,Glass at Kerrow Wood,481.8,235449.0,832076.0,57.34938,-4.73643,Glass,Kerrow Wood,52.9,SEPA-NW,234251,5,1989-01-01,,VA,124.8,,4.0,true,false,false,false,false,false,false,true,false,false,true,false,false,H,1988-10-01,2021-09-30,31.56,3.928,2009-06-09,2009-06-09,290.4,1989-02-06,1989-02-06,8.632,15.89,25.12,59.95,74.19,0.59,12053,12053,100.0,,,,52.8,242.4,478.7,811.2,1182.5,2312,2249,0.103,,0.1299,0.7256,0.0006,0.1277,0.0005,0.2467,0.5875,0.0001,,,1.0,,,0.0473,0.4222,0.75,0.4,0.772,273.6,52.45,53.1,79.4,10.7,46.53,23.76,498,82,0.1,52.9,487.7,0.699,0.796,0.0351,0.0001,,,0.0003,,,gdf;gmf;cmr;cdr;cdr-d
5004,Glass at Fasnakyle,277.5,231526.0,828751.0,57.31811,-4.79927,Glass,Fasnakyle,80.0,SEPA-NW,234215,5,1991-01-01,,VA,102.2,,51.0,true,false,false,false,false,false,false,true,false,false,false,false,false,H,1990-12-01,2021-09-30,4.894,0.266,1997-11-04,1997-11-04,195.6,2015-03-07,2015-03-07,1.19,1.738,2.505,10.3,15.75,0.42,11262,11262,100.0,,,,77.3,245.8,451.7,795.6,1182.5,2388,2209,0.1286,,0.1101,0.7272,,0.172,0.0004,0.2833,0.5158,0.0002,,,1.0,,,0.0748,0.4343,0.74,0.39,0.808,258.2,52.33,54.5,81.4,10.8,40.24,18.83,485,70,0.1,77.7,280.44,0.645,0.911,0.0364,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
6001,Ness at Ness Castle Farm,1792.3,263900.0,841000.0,57.43886,-4.26899,Ness,Ness Castle Farm,9.1,NSHE,,6,1935-01-01,1963-12-31,VA,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,H,1935-10-01,1963-09-30,73.767,7.334,1955-09-02,1955-09-02,560.7,1936-12-20,1936-12-20,12.46,33.41,54.2,154.9,213.5,0.54,10227,9131,89.283,,,,10.0,127.9,353.0,684.2,1109.6,1823,1779,0.1673,0.0102,0.1324,0.6211,0.0006,0.179,0.0055,0.3342,0.4136,0.001,,0.0847,0.9153,,0.0137,0.0986,0.349,0.72,0.414,0.676,180.4,49.6,48.0,68.5,10.7,104.81,54.38,378,14,0.07,10.4,1803.86,0.691,0.959,0.0401,0.0003,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d
6003,Moriston at Invermoriston,391.0,241600.0,816900.0,57.21538,-4.62461,Moriston,Invermoriston,35.1,NSHE,,6,1929-01-01,1945,VA,,,9.6,true,true,false,true,false,false,false,false,false,false,false,false,false,,1929-08-05,1945-09-30,20.727,0.396,1945-09-11,1945-09-11,283.2,1935-02-18,1940-12-16,1.84,5.749,10.71,51.0,74.28,0.29,5901,5901,100.0,1930-03-19,1944-10-30,312.916,40.7,207.5,397.8,655.0,1109.6,2146,2115,0.1087,0.0007,0.0895,0.7522,,0.1424,0.0002,0.4423,0.3633,0.0,,,1.0,,0.0047,0.0935,0.3812,0.74,0.362,0.813,209.7,52.51,55.4,81.5,11.2,49.27,27.8,408,127,0.12,41.1,398.45,0.786,0.892,0.0398,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;amax-stage;amax-flow
6006,Allt Bhlaraidh at Invermoriston,27.5,237700.0,816800.0,57.21311,-4.68904,Allt Bhlaraidh,Invermoriston,107.0,NSHE,,6,1951-01-01,1962,CB,,5.6,33.0,true,false,false,false,false,false,false,false,false,false,false,false,false,,1953-10-01,1962-09-30,0.88,0.003,1955-07-17,1955-08-13,16.68,1961-12-12,1961-12-12,0.057,0.244,0.453,2.172,3.256,0.29,3287,3287,100.0,,,,109.1,345.0,493.2,561.2,675.9,1577,1550,0.046,,0.0075,0.8822,,0.073,,0.2712,0.5859,,,,1.0,,,0.1541,,0.7,0.277,0.75,108.9,56.07,38.0,53.9,9.9,11.74,6.27,472,152,0.32,114.2,26.16,0.37,1.113,0.0327,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
6007,Ness at Ness-side,1839.1,264507.0,842726.0,57.45454,-4.25985,Ness,Ness-side,6.9,SEPA-NW,234287,6,1973-01-01,,VA,795.0,,4.0,true,false,false,false,false,true,false,true,true,true,true,false,true,H,1972-09-06,2021-09-30,90.811,7.863,1977-07-03,1977-07-03,768.8,1989-02-07,1989-02-07,20.79,46.11,68.19,183.2,242.2,0.61,17922,17922,100.0,,,,7.0,124.8,348.8,682.5,1109.6,1809,1765,0.1697,0.0122,0.1333,0.6158,0.0006,0.1809,0.0073,0.3329,0.4111,0.0012,,0.0982,0.9018,,0.0156,0.0976,0.3551,0.71,0.418,0.679,178.6,49.23,47.8,68.2,10.7,106.94,55.82,375,12,0.07,9.6,1830.73,0.7,0.945,0.0409,0.0003,,,0.0003,,,gdf;gmf;nmf;cmr;cdr;cdr-d
6008,Enrick at Mill of Tore,105.9,245044.0,829976.0,57.3339,-4.57583,Enrick,Mill of Tore,109.4,SEPA-NW,234277,6,1979-01-01,,VA,22.9,,25.0,true,true,false,true,false,false,false,true,false,true,false,false,true,N,1979-12-01,2021-09-30,3.227,0.001,1995-08-23,1995-08-24,76.7,1997-03-01,1997-03-01,0.106,0.707,1.479,8.315,12.52,0.31,15280,15280,100.0,1980-01-01,,41.537,111.1,187.4,335.6,519.5,674.8,1339,1290,0.2072,0.0046,0.1304,0.6385,,0.2496,0.001,0.1273,0.5995,0.0004,,,1.0,,,0.0134,0.1883,0.7,0.433,0.839,118.3,43.43,35.5,51.1,9.2,25.24,11.37,346,353,0.13,111.1,107.02,0.609,0.92,0.0467,0.0002,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
6009,Moriston at Levishie,403.1,240218.0,817473.0,57.22004,-4.64783,Moriston,Levishie,41.7,SEPA-NW,234262,6,1994-03-01,2011-06-01,VA,,,18.0,true,false,false,false,false,false,false,false,false,false,false,false,false,H,1994-03-01,2011-05-31,5.657,0.274,2004-01-29,2004-01-29,216.2,1997-03-01,1997-03-01,0.708,1.895,2.367,9.919,24.01,0.42,6301,6301,100.0,,,,46.1,211.3,399.8,657.7,1109.6,2162,2131,0.1052,0.0004,0.0887,0.7561,,0.1399,0.0002,0.4441,0.3631,0.0,,,1.0,,0.0048,0.0951,0.3861,0.74,0.361,0.811,209.4,52.62,55.7,82.0,11.3,47.48,26.44,410,126,0.12,46.1,391.61,0.766,0.898,0.0392,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
6011,Tarff at Ardachy Bridge,75.9,237989.0,807473.0,57.12952,-4.6782,Tarff,Ardachy Bridge,33.1,SEPA-NW,234155,6,1993-01-01,,VA,,,,true,false,false,false,false,false,false,true,false,false,false,false,false,,1993-01-01,2021-09-30,3.545,0.007,2003-01-06,2003-01-06,75.65,2005-01-06,2005-01-06,0.24,0.778,1.543,8.833,13.51,0.22,10500,10500,100.0,,,,33.6,322.5,611.2,763.3,894.9,1728,1616,0.0343,0.0036,0.199,0.7354,,0.0153,,0.3246,0.6578,,,0.0551,0.9449,,,0.2967,0.302,0.72,0.397,0.965,184.6,54.33,50.2,70.5,11.5,21.98,11.19,562,340,0.23,33.6,75.64,0.352,1.25,0.0291,0.0,,,0.0,,,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d
6012,Enrick at White Bridge,56.2,239190.0,830158.0,57.3335,-4.67308,Enrick,White Bridge,144.1,SEPA-NW,355980,6,2007-08-21,,VA,,,,true,true,true,true,false,false,false,true,false,false,false,false,false,,2007-08-22,2021-09-30,1.725,0.002,2013-07-21,2013-07-22,34.79,2015-03-07,2015-03-07,0.093,0.362,0.73,4.481,6.818,0.25,5154,5154,100.0,2007-08-01,,35.177,142.2,213.2,338.3,519.5,674.8,1412,1331,0.1953,,0.0884,0.7038,,0.2141,0.0008,0.1377,0.6314,0.0002,,,1.0,,,0.0015,0.0892,0.7,0.392,0.915,106.9,46.36,35.3,51.1,9.2,18.24,8.19,352,344,0.22,142.3,56.2,0.643,0.84,0.0508,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
