id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
39008,Thames at Eynsham,1616.2,444499.0,208703.0,51.77524,-1.35645,Thames,Eynsham,59.7,EA-T,1200TH,39,1951-01-01,2016-09-30,MIS,,,,true,true,false,true,false,false,false,false,false,false,true,false,false,SPE,1951-10-01,2017-09-30,14.11,0.125,1976-07-02,1976-09-30,101.0,2007-07-24,2007-07-24,1.15,4.27,8.96,33.1,46.8,0.67,24107,24077,99.876,1951-10-01,2016-09-30,75.331,60.0,76.0,118.4,222.7,330.2,755,730,0.108,0.4545,0.3516,0.0,0.0667,0.0673,0.4962,0.3663,0.0056,0.0526,0.551,0.0467,0.3826,0.0197,0.0944,,0.0778,0.32,0.686,0.946,39.0,24.09,32.3,40.7,10.0,96.74,58.15,135,133,0.18,60.0,1626.76,1.933,0.827,0.1923,0.0244,0.665,0.975,0.0268,0.82,0.986,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39009,Thames at Bray Weir,6915.3,490900.0,179700.0,51.50893,-0.69159,Thames,Bray Weir,21.3,EA-T,,39,1959-01-01,1982,MIS,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,SGEI,1959-10-01,1982-02-28,58.206,7.051,1959-11-01,1959-11-01,278.0,1979-03-31,1979-03-31,15.26,26.5,41.4,127.0,160.0,0.7,8187,8187,100.0,,,,20.9,61.7,106.9,188.5,330.2,717,697,0.1302,0.4121,0.3418,0.002,0.0972,0.1005,0.4691,0.3412,0.0068,0.0751,0.4049,0.1255,0.275,0.1946,0.1121,0.054,0.0788,0.31,0.665,0.954,41.7,25.88,32.3,40.7,10.5,220.19,124.22,117,115,0.1,20.9,6913.92,1.44,0.99,0.1506,0.0301,0.665,0.857,0.0424,0.826,0.793,gdf;gmf;cmr;cdr;cdr-d
39010,Colne at Denham,743.0,505180.0,186360.0,51.56632,-0.48391,Colne,Denham,34.1,EA-HNL,2870TH,39,1953-01-01,,B,,17.5,14.4,true,true,false,true,false,false,false,true,true,false,true,false,false,GEI,1952-10-01,2021-09-30,4.129,0.741,1976-08-26,1976-08-26,21.7,2003-01-03,2014-02-09,1.86,2.92,3.678,6.67,8.07,0.87,25202,25202,100.0,1952-10-01,,10.3,33.3,73.8,117.8,174.1,266.2,710,704,0.1446,0.3615,0.2559,0.0001,0.2308,0.1268,0.3319,0.3298,0.0027,0.2033,0.8098,,,0.1902,0.2152,0.3037,0.0886,0.29,0.629,0.903,42.7,31.63,32.1,39.8,10.8,66.82,36.0,121,124,0.16,33.3,725.9,0.563,0.923,0.0769,0.076,0.69,0.919,0.1169,0.87,0.903,gdf;gmf;cmr;cdr;cdr-d;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39011,Wey at Tilford,396.3,487450.0,143270.0,51.18198,-0.75023,Wey,Tilford,47.8,EA-T,3040TH,39,1954-01-01,,C,,37.5,10.4,true,true,false,true,false,false,false,true,false,false,true,false,false,GE,1954-10-01,2021-09-30,3.286,0.575,1956-07-27,1956-07-27,56.2,1968-09-16,1968-09-16,1.32,1.884,2.43,5.574,7.76,0.72,24472,24472,100.0,1954-10-01,,25.8,48.9,77.0,126.0,190.7,280.3,869,855,0.2592,0.3116,0.2682,0.0164,0.1351,0.2625,0.3155,0.294,0.0329,0.0924,0.7778,0.0926,0.0001,0.1295,0.0391,0.1831,0.0002,0.35,0.795,0.957,59.0,18.28,35.9,48.0,11.0,50.38,24.78,131,11,0.04,48.9,391.32,0.421,0.875,0.0551,0.0236,0.561,0.749,0.0534,0.801,0.8,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39012,Hogsmill at Kingston upon Thames,69.1,518192.0,168783.0,51.40577,-0.30214,Hogsmill,Kingston upon Thames,6.1,EA-KSL,3390TH,39,1956-01-01,,B,,36.0,15.4,true,true,false,true,false,false,false,true,false,false,true,false,false,E,1956-05-01,2021-09-30,1.106,0.328,1976-09-09,1976-09-09,15.0,1968-09-15,1968-09-15,0.563,0.78,0.923,1.739,2.28,0.74,23894,23534,98.493,1956-05-01,,13.593,6.9,22.8,54.5,154.3,193.6,682,671,0.1327,0.0757,0.2742,0.0001,0.5148,0.1045,0.0842,0.297,0.0002,0.5135,0.3661,,,0.6339,0.12,0.0461,0.0,0.3,0.599,0.991,32.1,27.2,33.0,42.4,10.7,21.2,11.18,72,342,0.37,7.1,72.91,0.611,0.687,0.1051,0.2066,0.783,0.764,0.3074,0.904,0.84,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39013,Colne at Berrygrove,352.2,512108.0,198118.0,51.67066,-0.38024,Colne,Berrygrove,54.7,EA-HNL,2830TH,39,1934-01-01,,CC,,7.4,28.2,true,false,false,false,false,false,false,true,false,false,false,false,false,GEI,1934-02-28,2021-09-30,0.834,0.0,1965-05-24,1974-08-03,27.1,2000-10-30,2000-10-30,0.159,0.381,0.564,1.65,2.46,0.68,31992,31732,99.187,,,,54.4,76.4,109.8,162.1,241.7,690,686,0.1106,0.422,0.2276,,0.2345,0.0999,0.4015,0.2823,0.0034,0.2105,0.7164,,,0.2836,0.2484,0.2594,0.1117,0.29,0.565,0.935,33.0,35.44,30.8,38.6,10.6,43.83,21.19,114,116,0.14,54.4,349.25,0.558,0.853,0.0898,0.08,0.705,0.855,0.1175,0.882,0.848,gdf;gmf;cmr;cdr;cdr-d
39014,Ver at Hansteads,132.0,515077.0,201969.0,51.70467,-0.33606,Ver,Hansteads,62.3,EA-HNL,2819TH,39,1956-01-01,,CC,,9.8,22.2,true,true,true,true,false,false,false,true,true,false,false,false,false,G,1956-10-01,2021-09-30,0.43,0.01,1976-08-18,1976-09-21,2.97,2001-02-14,2001-02-14,0.085,0.251,0.361,0.822,1.0,0.88,23741,23741,100.0,1956-10-01,,1.22,61.9,92.9,133.6,180.2,241.7,705,699,0.0949,0.5129,0.1993,,0.1874,0.0786,0.5015,0.243,0.0041,0.1718,0.915,,,0.085,0.1702,0.4854,0.0291,0.3,0.677,0.947,38.5,32.02,31.2,38.2,10.5,31.59,18.52,136,123,0.26,61.9,134.54,0.325,0.847,0.0545,0.0713,0.698,0.718,0.1062,0.891,0.685,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39015,Whitewater at Lodge Farm,44.6,473356.0,152176.0,51.26403,-0.95001,Whitewater,Lodge Farm,71.5,EA-T,2442TH,39,1910-01-01,,C IV,,3.0,16.7,true,true,false,false,true,false,false,false,false,false,false,false,false,G,1927-01-01,2016-09-30,0.385,0.083,1949-08-23,1949-08-29,1.99,2014-02-09,2014-02-09,0.17,0.267,0.334,0.633,0.775,0.94,32781,32781,100.0,1972-02-01,2012-10-01,1.31,72.6,93.1,125.0,177.8,224.5,801,779,0.1212,0.4095,0.3023,0.0009,0.1499,0.1284,0.6145,0.2119,0.0043,0.0407,0.941,,,0.059,0.0131,0.1853,,0.35,0.906,0.999,47.4,8.43,34.2,44.7,11.2,12.52,7.36,131,9,0.31,73.5,46.99,0.256,0.653,0.0447,0.0115,0.481,0.581,0.0395,0.731,0.653,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39016,Kennet at Theale,1033.4,464959.0,170828.0,51.43274,-1.06695,Kennet,Theale,43.4,EA-T,2290TH,39,1961-01-01,,C,,,6.5,true,true,true,true,false,false,false,false,false,true,true,false,true,RGI,1961-10-01,2021-09-30,9.743,0.925,1976-08-21,1976-08-21,48.86,2014-02-08,2014-02-08,3.82,5.82,8.03,17.2,21.4,0.88,21915,21914,99.995,1961-09-01,,37.573,44.6,91.3,153.5,205.2,295.7,769,758,0.1495,0.4521,0.315,0.0012,0.0504,0.12,0.544,0.2944,0.0051,0.0337,0.7153,0.0227,,0.2621,0.119,0.1805,0.0445,0.31,0.766,0.965,54.9,18.72,32.9,42.3,10.5,90.53,46.99,151,99,0.13,44.6,1037.39,0.651,0.81,0.0783,0.0138,0.61,0.815,0.017,0.774,0.671,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39017,Ray at Grendon Underwood,18.8,468052.0,221115.0,51.88445,-1.01269,Ray,Grendon Underwood,65.7,EA-T,1471TH,39,1962-01-01,,FV,,6.6,,true,false,false,false,true,false,true,false,false,true,false,false,true,N,1962-10-01,2021-09-30,0.098,0.0,1963-06-08,2021-09-04,5.802,2008-06-03,2008-06-03,0.0,0.003,0.013,0.239,0.486,0.17,21550,20453,94.91,,,,65.6,72.1,84.7,115.7,186.9,650,622,0.1705,0.3743,0.4072,,0.0456,0.1617,0.2959,0.4763,0.0498,0.0138,,0.0644,0.9356,,,,,0.32,0.238,0.982,28.0,51.65,32.5,39.1,10.1,8.76,4.55,89,246,0.25,65.6,21.15,0.923,0.848,0.1584,0.006,0.354,1.227,0.0037,,,gdf;gmf;cmr;cdr;cdr-d
39018,Ock at Abingdon,234.1,448600.0,196900.0,51.66878,-1.29866,Ock,Abingdon,51.3,EA-T,,39,1962-10-01,1979,CC,,12.0,,false,true,false,true,false,false,false,false,false,false,true,false,false,EI,,,,,,,,,,,,,,,,,,,1962-06-01,1979-10-01,10.1,49.7,60.5,80.3,123.8,260.0,646,637,0.0778,0.5211,0.3255,,0.0653,0.0451,0.5829,0.3313,0.0036,0.036,0.1011,0.3302,0.2888,0.2798,0.1427,,0.0954,0.31,0.635,0.986,23.5,29.08,32.1,39.5,9.7,34.68,16.91,87,67,0.2,49.7,248.22,1.157,0.862,0.2001,0.0192,0.625,0.919,0.0196,0.761,0.854,cmr;cdr;cdr-d;pot-flow;gauging-stage;gauging-flow;amax-flow
39019,Lambourn at Shaw,234.1,447033.0,168219.0,51.41105,-1.32514,Lambourn,Shaw,75.6,EA-T,2269TH,39,1962-01-01,,C,,17.0,13.8,true,true,true,true,false,true,true,false,true,true,true,true,true,RG,1962-10-01,2019-11-01,1.743,0.411,1976-08-22,1976-08-22,9.529,2014-02-15,2014-02-15,0.77,1.132,1.46,2.927,3.46,0.97,20851,20851,100.0,1962-10-01,,3.545,72.4,118.3,165.7,207.0,260.3,737,736,0.1026,0.5372,0.3027,0.001,0.024,0.0689,0.6563,0.2606,0.0017,0.0122,0.9733,,,0.0267,0.0153,0.3051,0.064,0.32,0.839,0.979,59.2,16.08,34.3,43.5,10.3,34.52,19.66,163,134,0.22,72.5,235.43,0.231,0.881,0.034,0.005,0.486,0.647,0.0051,0.669,0.54,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39020,Coln at Bibury,106.7,412147.0,206228.0,51.75461,-1.82543,Coln,Bibury,100.6,EA-T,0660TH,39,1963-01-01,,C,,,20.8,true,true,true,true,false,true,true,true,true,true,false,true,true,GE,1963-10-01,2021-09-30,1.395,0.19,1976-08-19,1976-08-23,7.25,2014-02-17,2014-02-17,0.383,0.673,1.084,2.77,3.35,0.92,21185,21185,100.0,1963-10-01,,3.61,99.3,142.8,194.2,260.3,330.2,818,821,0.1621,0.4076,0.3975,,0.0288,0.111,0.4663,0.4103,0.0048,0.0073,0.876,,0.124,,,,,0.33,0.858,0.968,76.8,12.17,35.3,45.0,10.6,35.78,19.77,197,148,0.18,99.3,107.3,0.259,0.8,0.0291,0.01,0.4,1.021,0.0065,0.499,0.965,gdf;gmf;cmr;cdr;cdr-d;gauging-stage;gauging-flow;amax-stage;amax-flow
39021,Cherwell at Enslow Mill,551.7,448207.0,218315.0,51.86134,-1.30137,Cherwell,Enslow Mill,65.0,EA-T,1460TH,39,1965-01-01,,CC+CB,,74.0,10.9,true,true,true,true,false,false,false,false,false,false,true,false,false,PE,1965-01-06,2021-09-30,3.919,0.078,1976-08-27,1976-08-27,71.8,1998-04-10,1998-04-10,0.674,1.39,2.48,9.07,12.7,0.66,20722,20722,100.0,1965-01-01,,19.33,64.2,94.7,131.8,174.0,238.2,701,664,0.0919,0.5033,0.3339,,0.0642,0.0299,0.5547,0.3725,0.0016,0.0392,,0.1861,0.8139,,0.0003,,0.0791,0.3,0.59,0.976,46.7,31.41,33.0,41.0,10.9,67.22,39.37,133,137,0.12,64.2,555.45,0.821,0.934,0.0942,0.0235,0.674,0.915,0.0244,0.795,0.938,gdf;gmf;cmr;cdr;cdr-d;pot-flow;gauging-stage;gauging-flow;amax-flow
39022,Loddon at Sheepbridge,164.5,472011.0,165260.0,51.38183,-0.96665,Loddon,Sheepbridge,42.4,EA-T,2420TH,39,1965-01-01,,C,,50.0,11.8,true,true,true,true,false,false,false,true,false,false,false,false,false,GEI,1965-10-01,2021-09-30,2.269,0.523,1976-08-26,1976-08-26,26.7,2007-07-21,2007-07-21,0.982,1.36,1.75,3.87,5.39,0.77,20454,20454,100.0,1965-10-01,,16.5,42.6,58.1,86.4,140.7,228.2,757,735,0.1471,0.3877,0.2859,,0.1654,0.1471,0.4554,0.2343,0.0041,0.1576,0.4281,,,0.5719,0.0168,0.0299,0.0489,0.33,0.594,0.947,32.8,26.4,32.4,41.1,11.1,31.6,19.72,94,32,0.28,42.6,176.77,0.696,0.807,0.1015,0.0453,0.612,1.186,0.0872,0.833,1.203,gdf;gmf;cmr;cdr;cdr-d;pot-flow;amax-flow
39023,Wye at Bourne End Hedsor,137.3,489597.0,186679.0,51.57187,-0.70859,Wye,Bourne End Hedsor,26.8,EA-T,2590TH,39,1964-01-01,,C,,12.0,13.8,true,true,true,true,false,false,false,true,false,false,true,false,false,GI,1964-11-28,2021-09-30,0.986,0.141,2013-05-23,2013-05-23,3.35,2001-02-12,2001-02-12,0.485,0.742,0.932,1.49,1.67,0.93,20761,20761,100.0,1964-11-01,,2.73,24.8,88.4,153.1,209.0,251.5,781,755,0.1934,0.2358,0.3592,0.0002,0.2046,0.1909,0.2692,0.3531,0.0026,0.1834,0.9996,,,0.0004,0.0349,0.3974,0.0442,0.3,0.797,0.984,87.9,19.59,34.6,44.1,11.8,27.05,17.06,149,129,0.18,24.8,134.18,0.248,0.739,0.0349,0.0701,0.655,0.75,0.1127,0.817,0.744,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39024,Gatwick Stream at Gatwick,31.1,528800.0,140200.0,51.14658,-0.16001,Gatwick Stream,Gatwick,57.6,EA-KSL,,39,1952-01-01,1977-12-31,VA,,,27.3,true,false,false,false,true,false,false,false,false,false,false,false,false,E,1952-10-01,1977-12-31,0.454,0.009,1976-05-30,1976-05-30,13.0,1968-09-15,1968-09-15,0.105,0.218,0.302,0.878,1.33,0.56,9223,9223,100.0,,,,58.4,70.4,104.5,140.0,172.4,850,835,0.437,0.0975,0.1625,0.0032,0.2921,0.4388,0.0741,0.2022,0.0063,0.274,,0.9125,0.0875,,0.1365,,,0.36,0.613,0.944,50.6,33.84,36.7,49.0,11.9,13.81,7.78,105,342,0.28,58.5,30.62,0.698,0.732,0.0836,0.0759,0.757,0.659,0.1588,0.886,0.665,gdf;gmf;cmr;cdr;cdr-d
39025,Enborne at Brimpton,147.6,456783.0,164772.0,51.37917,-1.18551,Enborne,Brimpton,59.4,EA-T,2279TH,39,1966-01-01,,CC,,32.0,15.8,true,true,true,true,false,false,true,true,true,true,false,false,true,GI,1967-10-01,2021-09-30,1.335,0.017,1976-08-25,1976-08-25,26.5,1999-12-24,1999-12-24,0.168,0.384,0.732,2.96,4.65,0.53,19724,19723,99.995,1967-10-01,,16.9,60.6,83.5,113.5,164.1,295.7,794,789,0.2406,0.2896,0.3785,0.0018,0.0656,0.2258,0.3915,0.3348,0.0071,0.0395,0.1146,0.0549,,0.8305,0.2367,0.0,,0.32,0.5,0.978,53.6,32.78,33.2,43.5,11.2,28.02,14.75,120,38,0.28,60.6,142.01,0.728,0.791,0.0753,0.0094,0.455,0.912,0.0199,0.722,0.93,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39026,Cherwell at Banbury,199.4,445832.0,241068.0,52.0661,-1.33283,Cherwell,Banbury,88.7,EA-T,1420TH,39,1966-01-01,,CC,,50.0,12.0,true,true,false,true,false,false,false,true,false,false,false,false,false,P,1966-12-01,2021-09-30,1.166,0.001,1975-11-24,1976-08-02,49.0,2007-07-21,2007-07-21,0.02,0.162,0.424,2.95,4.8,0.4,20028,19523,97.479,1966-12-01,,16.853,90.1,107.2,140.4,170.8,224.3,700,664,0.0791,0.5058,0.3568,,0.0503,0.0246,0.5599,0.3852,0.0016,0.0254,,0.0793,0.9207,,0.0008,,0.114,0.3,0.41,0.95,42.5,42.78,33.8,41.9,11.4,32.1,16.91,139,159,0.11,90.1,204.59,0.836,0.866,0.1056,0.0132,0.548,0.849,0.0164,0.747,0.732,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39027,Pang at Pangbourne,170.9,463450.0,176580.0,51.48462,-1.08762,Pang,Pangbourne,39.6,EA-T,2190TH,39,1968-01-01,,C,,16.0,17.4,true,true,false,true,false,true,false,true,true,true,true,true,true,RGI,1968-11-14,2021-09-30,0.657,0.074,1976-08-24,1976-08-24,8.04,2000-12-13,2000-12-14,0.199,0.378,0.538,1.18,1.51,0.87,19314,19314,100.0,1968-11-01,,2.266,39.6,71.7,118.6,174.0,238.0,702,694,0.175,0.4554,0.282,0.005,0.0444,0.1718,0.517,0.2805,0.0072,0.0229,0.7589,,,0.2411,0.1685,0.1504,0.0205,0.31,0.72,0.996,52.7,22.04,31.9,40.6,10.9,41.14,20.73,121,117,0.2,39.6,175.68,0.439,0.745,0.0629,0.0046,,,0.0118,0.684,0.679,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39028,Dun at Hungerford,101.3,432130.0,168520.0,51.41479,-1.53938,Dun,Hungerford,99.0,EA-T,2239TH,39,1968-01-01,,C,,12.0,26.3,true,true,true,true,false,false,true,true,true,true,true,false,true,GN,1968-04-01,2021-09-30,0.687,0.188,1976-08-11,1976-09-20,3.26,2003-01-01,2003-01-01,0.265,0.408,0.538,1.29,1.53,0.95,19541,19535,99.969,1968-04-01,,2.17,99.5,130.8,156.2,185.3,276.6,791,786,0.2489,0.4887,0.2188,,0.0261,0.2224,0.5612,0.2073,0.0006,0.0078,0.8171,0.0842,,0.0987,0.0457,0.3278,0.0009,0.31,0.768,0.988,46.3,21.3,32.7,42.0,10.4,18.55,10.02,157,59,0.17,99.6,100.09,0.274,1.008,0.0498,0.0124,0.529,1.101,0.0041,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39029,Tilling Bourne at Shalford,59.0,499998.0,147828.0,51.2209,-0.56949,Tilling Bourne,Shalford,31.7,EA-T,3079TH,39,1968-01-01,,C,,,13.9,true,true,false,true,false,false,false,true,false,false,false,false,false,GIN,1968-05-09,2021-09-30,0.541,0.216,1992-08-05,1992-08-05,4.16,1987-10-10,1987-10-10,0.317,0.424,0.49,0.765,0.942,0.88,19503,19503,100.0,1968-05-01,,1.955,32.9,67.5,125.9,208.6,291.4,824,810,0.4917,0.1773,0.2296,0.0011,0.098,0.4507,0.1309,0.3685,0.0075,0.0412,0.9039,,,0.0961,0.0095,0.0041,,0.36,0.885,0.879,93.4,14.87,35.1,46.7,11.7,21.12,11.66,133,311,0.19,33.0,58.77,0.291,0.664,0.0289,0.0081,0.313,0.706,0.022,0.635,0.777,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39030,Gade at Croxley Green,184.0,508243.0,195241.0,51.64556,-0.437,Gade,Croxley Green,49.7,EA-HNL,2849TH,39,1970-01-01,,CC,,14.8,26.8,true,false,false,false,false,false,false,true,false,false,false,false,false,GI,1970-10-01,2021-09-30,0.909,0.049,1976-09-03,1976-09-03,4.53,2001-02-12,2001-02-12,0.317,0.619,0.831,1.52,1.78,0.87,18628,18628,100.0,,,,48.8,85.3,136.8,179.1,247.4,720,718,0.1709,0.3634,0.2498,,0.2145,0.1564,0.3067,0.3572,0.0028,0.1752,0.9639,,,0.0361,0.1897,0.3704,0.0522,0.29,0.73,0.985,54.2,26.4,32.5,40.0,10.8,33.19,18.7,136,133,0.2,48.8,182.35,0.431,0.848,0.0561,0.0659,0.663,0.767,0.1037,0.854,0.769,gdf;gmf;cmr;cdr;cdr-d
39031,Lambourn at Welford,176.0,441106.0,173066.0,51.45509,-1.40979,Lambourn,Welford,95.7,EA-T,2255TH,39,1962-01-01,,CC,,,14.6,true,false,false,false,true,false,false,false,false,false,false,false,false,G,1962-10-01,2021-09-30,1.033,0.188,1976-08-24,1976-08-24,5.68,2007-07-20,2007-07-20,0.376,0.602,0.846,1.866,2.28,0.98,21550,13449,62.408,,,,94.7,136.7,176.5,213.3,260.3,748,745,0.0876,0.5173,0.3392,,0.0195,0.0534,0.6601,0.2743,0.0018,0.0103,0.9987,,,0.0013,0.0049,0.2057,0.0749,0.32,0.88,0.989,66.0,12.88,34.5,43.5,10.3,24.27,13.51,176,127,0.21,94.8,158.86,0.2,0.903,0.0312,0.0039,,,0.0035,,,gdf;gmf;cmr;cdr;cdr-d
39032,Lambourn at East Shefford,154.0,439000.0,174500.0,51.46813,-1.43994,Lambourn,East Shefford,101.9,EA-T,,39,1966-01-01,2006-11-09,CC,,11.5,7.0,true,false,false,false,true,false,false,false,false,false,false,false,false,G,1966-06-01,2006-11-09,0.724,0.0,1976-08-25,1976-08-25,3.808,2003-01-20,2003-01-20,0.126,0.285,0.538,1.54,1.84,0.98,14772,7707,52.173,,,,102.4,141.2,179.7,214.6,260.3,750,746,0.0835,0.5072,0.3517,,0.0197,0.0509,0.6521,0.2852,0.0012,0.0106,1.0,,,,,0.1711,0.0755,0.32,0.896,0.988,67.5,11.56,34.5,43.4,10.3,21.2,11.37,178,129,0.2,102.4,145.06,0.185,0.941,0.0294,0.0039,,,0.0034,,,gdf;gmf;cmr;cdr;cdr-d
39033,Winterbourne Stream at Bagnor,49.2,445266.0,169473.0,51.42247,-1.35038,Winterbourne Stream,Bagnor,80.5,EA-T,2264TH,39,1962-01-01,,C,,0.9,36.7,true,true,true,true,false,false,false,false,false,false,false,false,false,RG,1962-11-01,2021-09-30,0.178,0.008,1969-11-01,1969-11-03,1.42,2007-07-20,2007-07-20,0.052,0.097,0.137,0.334,0.42,0.96,21519,21519,100.0,1962-11-01,,0.403,79.8,111.0,147.9,187.5,226.4,715,717,0.1205,0.6674,0.1718,0.0007,0.0182,0.08,0.724,0.1891,0.0016,0.0054,0.9175,,,0.0825,0.0047,0.5697,,0.32,0.766,1.0,45.5,22.35,34.0,43.2,10.4,18.21,10.43,148,163,0.3,79.8,45.31,0.2,0.802,0.0325,0.0018,,,0.0011,,,gdf;gmf;cmr;cdr;cdr-d;gauging-stage;gauging-flow;amax-stage;amax-flow
39034,Evenlode at Cassington Mill,430.0,444816.0,209933.0,51.78627,-1.35169,Evenlode,Cassington Mill,60.2,EA-T,1290TH,39,1969-01-01,,CC+CB,,59.8,11.9,true,true,true,true,false,false,true,true,true,true,true,false,true,EI,1970-10-01,2021-09-30,3.875,0.119,1976-08-25,1976-08-25,51.4,2007-07-21,2007-07-21,0.642,1.35,2.51,9.05,12.2,0.71,18628,18628,100.0,1970-10-01,,20.75,60.2,99.6,135.7,195.7,266.5,730,691,0.1416,0.4852,0.3143,,0.0493,0.0896,0.5554,0.3281,0.0028,0.0222,0.0799,0.4567,0.4634,,0.0347,,0.1121,0.32,0.699,0.965,46.5,24.1,33.1,41.7,10.2,62.55,35.13,142,131,0.17,60.2,427.14,0.541,0.996,0.0682,0.0181,0.589,0.998,0.0141,0.736,0.988,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39035,Churn at Cerney Wick,124.3,407574.0,196292.0,51.66536,-1.89189,Churn,Cerney Wick,82.2,EA-T,0290TH,39,1969-01-01,,CC,,15.9,90.0,true,true,true,true,false,false,false,false,false,false,true,false,false,GEI,1969-10-01,2020-09-30,0.893,0.0,1972-10-23,2011-11-01,4.596,1990-02-11,1990-02-11,0.013,0.225,0.574,2.261,2.75,0.83,18628,18263,98.041,1969-10-01,,3.46,84.0,109.7,194.3,257.4,295.1,860,833,0.1776,0.3538,0.3813,,0.072,0.1286,0.4184,0.3984,0.0052,0.0419,0.9085,,0.0915,,0.0033,,0.047,0.32,0.825,0.89,73.6,14.6,34.6,45.4,10.4,34.86,20.69,189,148,0.25,84.1,126.74,0.517,0.483,0.0624,0.0197,0.618,0.633,0.024,0.788,0.609,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39036,Law Brook at Albury,16.0,504543.0,146821.0,51.21104,-0.50473,Law Brook,Albury,56.7,EA-T,3074TH,39,1968-01-01,,TP,,0.9,20.0,true,true,false,true,false,false,false,true,false,false,false,false,false,G,1968-10-01,2021-09-30,0.106,0.039,1996-06-23,1996-06-24,0.648,2000-11-06,2000-11-06,0.07,0.09,0.101,0.138,0.157,0.93,19358,19091,98.621,1968-10-01,,0.459,58.4,88.3,130.0,207.2,255.2,835,819,0.5365,0.1482,0.24,0.0025,0.0729,0.4772,0.1372,0.3587,0.0018,0.0252,1.0,,,,,,,0.36,0.888,0.96,85.7,15.07,35.3,47.5,11.9,9.01,4.92,139,335,0.33,69.1,16.06,0.163,0.594,0.0173,0.001,,,0.0084,0.605,1.158,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
